,barcode,category,categoryCode,name,topBrand,uuid,cpg_id,cpg_ref,brandCode
174,511111403289,NULL,NULL,Danimals,NULL,5332f9ede4b03c9a25efd1c2,5332f7ffe4b03c9a25efd16b,Cpgs,NULL
175,511111201403,Beer Wine Spirits,NULL,Miller 64,False,58861c7e4e8d0d20bc42c4e2,5332f709e4b03c9a25efd0f1,Cogs,MILLER64
176,511111700814,Dairy,NULL,I CAN'T BELIEVE IT'S NOT BUTTER!,NULL,592486bee410d61fcea3d12d,53e10d6368abd3c7065097cc,Cogs,I CAN'T BELIEVE IT'S NOT BUTTER!
177,511111805786,Health & Wellness,NULL,ONE A DAY® ENERGY ,NULL,5da608dfa60b87376833e354,53e10d6368abd3c7065097cc,Cogs,511111805786
178,511111419532,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610496647142,False,5ffe3a87be37ce7aab2d4fd9,5332fa12e4b03c9a25efd1e7,Cogs,TEST BRANDCODE @1610496647142
179,511111619543,Baking,BAKING,test brand @1610496647311,False,5ffe3a87be37ce7aab2d4fdb,5ffe3a87be37ce7aab2d4fda,Cogs,NULL
180,511111719519,Baking,BAKING,test brand @1610496646289,False,5ffe3a86be37ce7aab2d4fd7,5ffe3a85be37ce7aab2d4fd4,Cogs,TEST BRANDCODE @1610496646289
181,511111119555,Baking,BAKING,test brand @1610562170795,False,5fff3a7abe37ce2bb793010e,5fff3a7abe37ce2bb793010d,Cogs,NULL
182,511111919520,Baking,BAKING,test brand @1610496646345,False,5ffe3a86be37ce7aab2d4fd8,5ffe3a85be37ce7aab2d4fd4,Cogs,TEST BRANDCODE @1610496646345
183,511111219507,Baking,BAKING,test brand @1610496646232,False,5ffe3a86be37ce7aab2d4fd6,5ffe3a85be37ce7aab2d4fd4,Cogs,TEST BRANDCODE @1610496646232
184,511111219385,Baking,BAKING,test brand @1610495466218,False,5ffe35eabe37ce5e01754c47,5ffe35eabe37ce5e01754c45,Cogs,TEST BRANDCODE @1610495466218
185,511111119326,Baking,BAKING,test brand @1610495102462,False,5ffe347ebe37ce5e01754c3f,5ffe347ebe37ce5e01754c3d,Cogs,TEST BRANDCODE @1610495102462
186,511111719397,Baking,BAKING,test brand @1610495466250,False,5ffe35eabe37ce5e01754c48,5ffe35eabe37ce5e01754c45,Cogs,TEST BRANDCODE @1610495466250
187,511111501985,Condiments & Sauces,NULL,Miracle Whip,False,57ebc28be4b0ac389136a344,559c2234e4b06aca36af13c6,Cogs,KRAFT MIRACLE WHIP
188,511111400998,Beer Wine Spirits,NULL,Redd's Wicked,False,58b59989e4b0857c2ddb7255,5332f709e4b03c9a25efd0f1,Cogs,
189,511111015697,Candy & Sweets,CANDY_AND_SWEETS,test brand @1598042674173,NULL,5f403232be37ce5f78d9ed19,5332fa12e4b03c9a25efd1e7,Cogs,TEST BRANDCODE @1598042674173
190,511111216094,Baking,BAKING,test brand @1598635634796,NULL,5f493e72be37ce64d0ae36c4,5f493e72be37ce64d0ae36c2,Cogs,TEST BRANDCODE @1598635634796
191,511111300212,Beer Wine Spirits,NULL,Sheaf Stout,NULL,5a5d257fe4b06ba572cf24a3,5332f709e4b03c9a25efd0f1,Cogs,SHEAF STOUT
192,511111001768,Snacks,NULL,Cheetos,True,585a963ce4b03e62d1ce0e78,5332f5fbe4b03c9a25efd0ba,Cogs,CHEETOS
193,511111217817,Grocery,GROCERY,Nature's Harvest,False,5fb82a68be37ce522e165ce6,5fb6b608be37ce522e165cb9,Cogs,NATURES HARVEST
194,511111605058,Magazines,NULL,Health Magazine,NULL,5d6415d5a3a018514994f429,5d5d4fd16d5f3b23d1bc7905,Cogs,511111605058
195,511111402961,NULL,NULL,Fanta,NULL,5332fa7ae4b03c9a25efd229,5332f5ebe4b03c9a25efd0a8,Cpgs,NULL
196,511111216148,Baking,BAKING,test brand @1598639198570,NULL,5f494c5e04db711dd8fe87e4,5f494c5d04db711dd8fe87e2,Cogs,TEST BRANDCODE @1598639198570
197,511111316763,Baking,BAKING,test brand @1601644881253,NULL,5f772951be37ce6b592e90d0,5f772951be37ce6b592e90cf,Cogs,NULL
198,511111616467,Baking,BAKING,test brand @1599097538609,NULL,5f504ac2be37ce0b793c9415,5f504ac2be37ce0b793c9411,Cogs,TEST BRANDCODE @1599097538609
199,511111704706,Household,NULL,Scott,False,5bd201cc965c7d66d92731ee,550b2565e4b001d5e9e4146f,Cogs,SCOTT
200,511111218135,Baking,BAKING,test brand @1607639231674,False,5fd2a0bfbe37ce49eb72c0f1,5fd2a0bfbe37ce49eb72c0ef,Cogs,TEST BRANDCODE @1607639231674
201,511111505921,Health & Wellness,NULL,EPIC™,NULL,5daf3507a60b87376833e35c,5332f5f3e4b03c9a25efd0ae,Cogs,EPIC
202,511111901426,Beer Wine Spirits,NULL,Grolsch Lager,False,58861c7e4e8d0d20bc42c4de,5332f709e4b03c9a25efd0f1,Cogs,GROLSCH
203,511111417101,Candy & Sweets,CANDY_AND_SWEETS,test brand @1603760320407,NULL,5f9770c0be37ce03d08a2d88,5332fa12e4b03c9a25efd1e7,Cogs,TEST BRANDCODE @1603760320407
204,511111400042,Beer Wine Spirits,NULL,Magnum,NULL,5a5e32c3e4b06ba572cf24aa,5332f709e4b03c9a25efd0f1,Cogs,MAGNUM
205,511111817147,Baking,BAKING,test brand @1603925787411,NULL,5f99f71bbe37ce13da9eade9,5f99f71bbe37ce13da9eade6,Cogs,TEST BRANDCODE @1603925787411
206,511111819417,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610495466861,False,5ffe35eabe37ce5e01754c4a,5332fa12e4b03c9a25efd1e7,Cogs,TEST BRANDCODE @1610495466861
207,511111519430,Baking,BAKING,test brand @1610495618015,False,5ffe3682be37ce5e01754c55,5ffe3681be37ce5e01754c54,Cogs,NULL
208,511111819349,Baking,BAKING,test brand @1610495102526,False,5ffe347ebe37ce5e01754c41,5ffe347ebe37ce5e01754c3d,Cogs,TEST BRANDCODE @1610495102526
209,511111619338,Baking,BAKING,test brand @1610495102491,False,5ffe347ebe37ce5e01754c40,5ffe347ebe37ce5e01754c3d,Cogs,TEST BRANDCODE @1610495102491
210,511111519362,Baking,BAKING,test brand @1610495104441,False,5ffe3480be37ce5e01754c44,5ffe3480be37ce5e01754c43,Cogs,NULL
211,511111019374,Baking,BAKING,test brand @1610495466174,False,5ffe35eabe37ce5e01754c46,5ffe35eabe37ce5e01754c45,Cogs,TEST BRANDCODE @1610495466175
212,511111019428,Baking,BAKING,test brand @1610495481412,False,5ffe35f9be37ce5e01754c4c,5ffe35f9be37ce5e01754c4b,Cogs,NULL
213,511111319351,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610495103255,False,5ffe347fbe37ce5e01754c42,5332fa12e4b03c9a25efd1e7,Cogs,TEST BRANDCODE @1610495103255
214,511111319405,Baking,BAKING,test brand @1610495466285,False,5ffe35eabe37ce5e01754c49,5ffe35eabe37ce5e01754c45,Cogs,TEST BRANDCODE @1610495466285
215,511111118886,Baking,BAKING,test brand @1610049763071,False,5ff768e3be37ce1e961f32a0,5ff768e3be37ce1e961f329f,Cogs,NULL
216,511111718840,Baking,BAKING,test brand @1610049748118,False,5ff768d4be37ce1e961f329b,5ff768d4be37ce1e961f3299,Cogs,TEST BRANDCODE @1610049748118
217,511111418863,Baking,BAKING,test brand @1610049748181,False,5ff768d4be37ce1e961f329d,5ff768d4be37ce1e961f3299,Cogs,TEST BRANDCODE @1610049748181
218,511111218852,Baking,BAKING,test brand @1610049748154,False,5ff768d4be37ce1e961f329c,5ff768d4be37ce1e961f3299,Cogs,TEST BRANDCODE @1610049748154
219,511111918875,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610049748724,False,5ff768d4be37ce1e961f329e,5332fa12e4b03c9a25efd1e7,Cogs,TEST BRANDCODE @1610049748724
220,511111618898,Baking,BAKING,test brand @1610053719706,False,5ff77857be37ce58ce50083a,5ff77857be37ce58ce500839,Cogs,TEST BRANDCODE @1610053719707
221,511111518327,Baking,BAKING,test brand @1607987891932,False,5fd7f2b3be37ce733975586c,5fd7f2b3be37ce7339755868,Cogs,TEST BRANDCODE @1607987891932
222,511111318316,Baking,BAKING,test brand @1607987891893,False,5fd7f2b3be37ce733975586b,5fd7f2b3be37ce7339755868,Cogs,TEST BRANDCODE @1607987891893
223,511111818304,Baking,BAKING,test brand @1607987891852,False,5fd7f2b3be37ce733975586a,5fd7f2b3be37ce7339755868,Cogs,TEST BRANDCODE @1607987891852
224,511111218340,Baking,BAKING,test brand @1607987896065,False,5fd7f2b8be37ce733975586f,5fd7f2b8be37ce733975586e,Cogs,NULL
225,511111018339,Candy & Sweets,CANDY_AND_SWEETS,test brand @1607987892540,False,5fd7f2b4be37ce733975586d,5332fa12e4b03c9a25efd1e7,Cogs,TEST BRANDCODE @1607987892541
226,511111618171,Baking,BAKING,test brand @1607707829961,False,5fd3acb6be37ce0d9386bb3f,5fd3acb5be37ce0d9386bb3e,Cogs,TEST BRANDCODE @1607707829962
227,511111702948,NULL,NULL,Diet Cherry Coke,NULL,5332fa7be4b03c9a25efd22b,5332f5ebe4b03c9a25efd0a8,Cpgs,NULL
228,511111701415,Beer Wine Spirits,NULL,Killians,False,58861c7e4e8d0d20bc42c4e0,5332f709e4b03c9a25efd0f1,Cogs,KILLIAN'S
229,511111403630,NULL,NULL,Cheerios,NULL,5332f775e4b03c9a25efd127,5332f5f3e4b03c9a25efd0ae,Cpgs,NULL
230,511111301813,NULL,NULL,.,NULL,581ce962e4b058c71f74c443,581ce8d5e4b058c71f74c442,Cpgs,NULL
231,511111903130,NULL,NULL,Frosted Flakes,NULL,5332fa08e4b03c9a25efd1d8,5332f5f2e4b03c9a25efd0aa,Cpgs,NULL
232,511111715481,Baking,BAKING,test brand @1597861700880,NULL,5f3d6f44be37ce4ddbb1bb3b,5f3d6f44be37ce4ddbb1bb3a,Cogs,TEST BRANDCODE @1597861700880
233,511111616696,Baking,BAKING,test brand @1600291381675,NULL,5f628235be37ce78e6e2efb1,5f628235be37ce78e6e2efb0,Cogs,NULL
234,511111301028,Beer Wine Spirits,NULL,Henry's Hard Sparkling,False,58b5988ce4b0857c2ddb7252,5332f709e4b03c9a25efd0f1,Cogs,
235,511111115595,Baking,BAKING,test brand @1598026240846,NULL,5f3ff200be37ce1c81aa1e0b,5f3ff200be37ce1c81aa1e0a,Cogs,NULL
236,511111302063,Grocery,NULL,Kraft Macaroni & Cheese,False,57ebc125e4b0ac389136a33b,559c2234e4b06aca36af13c6,Cogs,
237,511111403401,NULL,NULL,Cascadian Farm,NULL,5332f7c8e4b03c9a25efd148,5332f5f3e4b03c9a25efd0ae,Cpgs,NULL
238,511111901938,Grocery,NULL,Shake N' Bake,False,57ebc2c8e4b0ac389136a349,559c2234e4b06aca36af13c6,Cogs,KRAFT SHAKE 'N BAKE
239,511111401087,Condiments & Sauces,NULL,HP Sauce,False,588ba032e4b02187f85cdadc,559c2234e4b06aca36af13c6,Cogs,HP
240,511111815891,Baking,BAKING,test brand @1598633573683,NULL,5f493665be37ce52f8314fca,5f493665be37ce52f8314fc9,Cogs,NULL
241,511111206262,Breakfast & Cereal,NULL,Drumstick™ Cereal,NULL,5dc0773ea60b873d6b0666ce,5332f5f3e4b03c9a25efd0ae,Cogs,DRUMSTICK CEREAL
242,511111105602,Health & Wellness,NULL,ALEVE® D SINUS & COLD,NULL,5da60649a60b87376833e34b,53e10d6368abd3c7065097cc,Cogs,ALEVE D SINUS & COLD
243,511111601883,Dairy,NULL,Cheez Whiz,False,580dff84e4b0f32b2de2137f,559c2234e4b06aca36af13c6,Cogs,CHEEZ WHIZ
244,511111818021,Candy & Sweets,CANDY_AND_SWEETS,test brand @1607463685522,False,5fcff305be37ce6d53dfc688,5332fa12e4b03c9a25efd1e7,Cogs,TEST BRANDCODE @1607463685522
245,511111812449,Magazines,NULL,Test brand1,True,5d66961cee7f2d201c7281cc,5c4f20b01b4181298aacffc1,Cogs,NULL
246,511111502371,Frozen,NULL,Cool Whip,False,57d957f2e4b0ac389136a2b4,559c2234e4b06aca36af13c6,Cogs,COOL WHIP
247,511111006022,Breakfast & Cereal,NULL,Trix™,NULL,5daf59751dda2c3e1416ae99,5332f5f3e4b03c9a25efd0ae,Cogs,TRIX
248,511111405740,Health & Wellness,NULL,Flintstones™ Vitamins,False,5da60859a60b87376833e352,5d9b4f591dda2c6225a284aa,Cogs,FLINTSTONES
249,511111217695,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Grapefruit,False,5fb81935be37ce522e165cda,5fb6d381be37ce522e165cbd,Cogs,ABSOLUT® GRAPEFRUIT
250,511111317432,Beer Wine Spirits,BEER_WINE_SPIRITS,Altos®,False,5fb6d726be37ce522e165cc0,5fb6d381be37ce522e165cbd,Cogs,ALTOS
251,511111417545,Beer Wine Spirits,BEER_WINE_SPIRITS,Del Maguey® Vida,False,5fb800f1be37ce522e165ccb,5fb6d381be37ce522e165cbd,Cogs,DEL MAGUEY 
252,511111917601,Beer Wine Spirits,BEER_WINE_SPIRITS,Jameson® Black Barrel ,False,5fb80b63be37ce522e165cd1,5fb6d381be37ce522e165cbd,Cogs,JAMESON® BLACK BARREL 
253,511111817581,Beer Wine Spirits,BEER_WINE_SPIRITS,Jameson® ,False,5fb808a1be37ce522e165ccf,5fb6d381be37ce522e165cbd,Cogs,JAMESON
254,511111217466,Beer Wine Spirits,BEER_WINE_SPIRITS,Monkey 47®,False,5fb7e62dbe37ce522e165cc3,5fb6d381be37ce522e165cbd,Cogs,MONKEY 47
255,511111417613,Beer Wine Spirits,BEER_WINE_SPIRITS,Malibu® Original,False,5fb80d7cbe37ce522e165cd2,5fb6d381be37ce522e165cbd,Cogs,MALIBU
256,511111417491,Beer Wine Spirits,BEER_WINE_SPIRITS,Lillet®,False,5fb7e962be37ce522e165cc6,5fb6d381be37ce522e165cbd,Cogs,LILLET
257,511111705161,Magazines,NULL,Traditional Home,NULL,5d642de76d5f3b23d1bc7911,5d5d4fd16d5f3b23d1bc7905,Cogs,511111705161
258,511111902461,Baby,NULL,Antarctica,True,57c0827de4b0718ff5fcb037,5332f7a7e4b03c9a25efd134,Cogs,AMP2
259,511111815501,Baking,BAKING,test brand @1597861700940,NULL,5f3d6f44be37ce4ddbb1bb3d,5f3d6f44be37ce4ddbb1bb3a,Cogs,TEST BRANDCODE @1597861700940
260,511111717195,Baking,BAKING,test brand @1604437351567,False,5fa1c567be37ce402c4618f0,5fa1c567be37ce402c4618ef,Cogs,TEST BRANDCODE @1604437351567
261,511111603153,NULL,NULL,Fruit Flavored Snacks,NULL,5332fa03e4b03c9a25efd1d5,53e10d6368abd3c7065097cc,Cpgs,NULL
262,511111404163,Snacks,NULL,Kelsen,False,5a8c3577e4b07f0a2dac8945,5a734034e4b0d58f376be874,Cogs,KELSEN
263,511111405818,Health & Wellness,NULL,ONE A DAY® KIDS AND TEENS,NULL,5da60932a60b87376833e356,53e10d6368abd3c7065097cc,Cogs,511111405818
264,511111605614,Health & Wellness,NULL,ALEVE® DIRECT THERAPY PAIN RELIEF DEVICES,NULL,5da606581dda2c3e1416ae85,53e10d6368abd3c7065097cc,Cogs,ALEVE DIRECT THERAPY PAIN RELIEF DEVICES
265,511111600404,Beer Wine Spirits,NULL,Colorado Native,NULL,5a5d1ba9e4b0db471c2d0422,5332f709e4b03c9a25efd0f1,Cogs,COLORADO NATIVE
266,511111801528,Beverages,NULL,SoBe,NULL,585a9714e4b03e62d1ce0e92,5332f5fbe4b03c9a25efd0ba,Cogs,SOBE
267,511111502098,Dairy,NULL,Knudsen,False,57ebc026e4b0ac389136a338,559c2234e4b06aca36af13c6,Cogs,KNUDSEN
268,511111105763,Health & Wellness,NULL,MiraLAX® Laxatives,NULL,5da608a8a60b87376833e353,53e10d6368abd3c7065097cc,Cogs,511111105763
269,511111317920,Baking,BAKING,test brand @1607312508610,False,5fcda47cbe37ce688e08b0c3,5fcda47cbe37ce688e08b0c2,Cogs,NULL
270,511111005421,Magazines,NULL,Pillsbury Magazine,NULL,5d66dda06d5f3b6188d4f050,5d5d4fd16d5f3b23d1bc7905,Cogs,511111005421
271,511111501770,Breakfast & Cereal,NULL,Cap'n Crunch,True,585a9637e4b03e62d1ce0e77,53e10d6368abd3c7065097cc,Cogs,CAP'N CRUNCH
272,511111602996,NULL,NULL,Mello Yello,NULL,5332fa79e4b03c9a25efd226,5332f5ebe4b03c9a25efd0a8,Cpgs,NULL
273,511111917762,Grocery,GROCERY,Mrs Baird's ,False,5fb82359be37ce522e165ce1,5fb6b608be37ce522e165cb9,Cogs,MRS BAIRD'S
274,511111500667,Personal Care,PERSONAL_CARE,TRESEMME,False,592486bfe410d61fcea3d13f,5332f5f6e4b03c9a25efd0b4,Cogs,TRESEMME
275,511111202721,NULL,NULL,Top Care,NULL,552ecca1e4b02ff29f99b215,5459429be4b0bfcb1e864082,Cpgs,NULL
276,511111700029,Beverages,NULL,PURE LEAF Iced Tea Beverages,False,5a5e3615e4b06ba572cf24ab,5332f5fbe4b03c9a25efd0ba,Cogs,PURE LEAF Iced Tea Beverages
277,511111414049,Health & Wellness,HEALTHY_AND_WELLNESS,ONE A DAY® KIDS,NULL,5e5ff1f7ee7f2d0b35b2a18e,5d9b4f591dda2c6225a284aa,Cogs,ONE A DAY KIDS
278,511111801689,Snacks,NULL,Lay's Kettle Cooked,True,585a967fe4b03e62d1ce0e80,5332f5fbe4b03c9a25efd0ba,Cogs,
279,511111416500,Baking,BAKING,test brand @1599159968998,NULL,5f513ea1be37ce21f1287c02,5f513ea0be37ce21f1287c01,Cogs,TEST BRANDCODE @1599159968998
280,511111805410,Beverages,NULL,LIFEWTR,False,5d66dd526d5f3b6188d4f04f,5332f5fbe4b03c9a25efd0ba,Cogs,LIFEWTR
281,511111804994,Magazines,NULL,Eating Well Magazine,NULL,5d6412f86d5f3b23d1bc7909,5d5d4fd16d5f3b23d1bc7905,Cogs,511111804994
282,511111903901,NULL,NULL,Sierra Mist,NULL,5332f608e4b03c9a25efd0c1,53e10d6368abd3c7065097cc,Cpgs,NULL
283,511111904731,Baby,NULL,SIMILAC,NULL,5c49d161f0276e7719673719,59b96571e4b0bf7c7980588b,Cogs,SIMILAC
284,511111205739,Health & Wellness,HEALTHY_AND_WELLNESS,Coricidin® HBP,False,5da60843a60b87376833e351,5d9b4f591dda2c6225a284aa,Cogs,CORICIDIN HBP
285,511111716921,Candy & Sweets,CANDY_AND_SWEETS,test brand @1601939016290,NULL,5f7ba648be37ce23081c528e,5332fa12e4b03c9a25efd1e7,Cogs,TEST BRANDCODE @1601939016290
286,511111400110,Beauty & Personal Care,NULL,Badedas,NULL,5a5d29fde4b0db471c2d0433,53e10d6368abd3c7065097cc,Cogs,BADEDAS
287,511111902744,NULL,NULL,Shurfine,NULL,54594387e4b0bfcb1e864083,5459429be4b0bfcb1e864082,Cpgs,NULL
288,511111001607,Beverages,NULL,Pepsi Diet,False,585a96d2e4b03e62d1ce0e89,5332f5fbe4b03c9a25efd0ba,Cogs,
289,511111803164,NULL,NULL,Apple Jacks/Cinnamon Jacks,NULL,5332f9fee4b03c9a25efd1d0,5332f5f2e4b03c9a25efd0aa,Cpgs,NULL
290,511111703051,NULL,NULL,Diet Coke,NULL,5332fa73e4b03c9a25efd21c,5332f5ebe4b03c9a25efd0a8,Cpgs,NULL
291,511111617297,Baking,BAKING,test brand @1604946244876,False,5fa98944be37ce239d107103,5fa98944be37ce239d1070ff,Cogs,TEST BRANDCODE @1604946244876
292,511111203483,NULL,NULL,Shock Top,NULL,5332f7afe4b03c9a25efd13d,5332f7a7e4b03c9a25efd134,Cpgs,NULL
293,511111404880,Frozen,NULL,Benihana Frozen Entrees,NULL,5d540e65a3a018514994f41f,559c2234e4b06aca36af13c6,Cogs,BENIHANA
294,511111905967,Dairy,NULL,Mountain High™,NULL,5daf46261dda2c3e1416ae96,5332f5f3e4b03c9a25efd0ae,Cogs,MOUNTAIN HIGH
295,511111001485,Snacks,NULL,Tostitos,NULL,585a972de4b03e62d1ce0e96,5332f5fbe4b03c9a25efd0ba,Cogs,TOSTITOS
296,511111317081,Baking,BAKING,test brand @1603760319788,NULL,5f9770bfbe37ce03d08a2d86,5f9770bfbe37ce03d08a2d83,Cogs,TEST BRANDCODE @1603760319788
297,511111501824,Condiments & Sauces,NULL,Kraft BBQ Sauce,False,580e015be4b0f32b2de21385,559c2234e4b06aca36af13c6,Cogs,
298,511111516569,Baby,BABY,Gerber Baby Food,NULL,5f5900d4be37ce21f1287c11,5f58fa84be37ce21f1287c0f,Cogs,GERBER BABY FOOD
299,511111504139,Grocery,NULL,Pace,False,5a8c33f3e4b07f0a2dac8943,5a734034e4b0d58f376be874,Cogs,PACE
300,511111204435,Canned Goods & Soups,NULL,Campbell's Slow Kettle,False,5ab1589ae4b0915382df7621,5a734034e4b0d58f376be874,Cogs,CAMPBELLS SLOW KETTLE 
301,511111304494,Snacks,NULL,Archway,False,5afda22ee4b03bf01c2a2965,5a734034e4b0d58f376be874,Cogs,ARCHWAY
302,511111901099,Condiments & Sauces,NULL,Kraft Salad Dressing,False,588b9ff4e4b02187f85cdadb,559c2234e4b06aca36af13c6,Cogs,
303,511111314653,Health & Wellness,HEALTHY_AND_WELLNESS,Bayer® Aspirin,False,5ec2dde7be37ce5234ec36bb,5d9b4f591dda2c6225a284aa,Cogs,BAYER® ASPIRIN
304,511111818977,Baking,BAKING,test brand @1610055793449,False,5ff78071be37ce6a424ca0e9,5ff78071be37ce6a424ca0e7,Cogs,TEST BRANDCODE @1610055793449
305,511111318965,Baking,BAKING,test brand @1610055793411,False,5ff78071be37ce6a424ca0e8,5ff78071be37ce6a424ca0e7,Cogs,TEST BRANDCODE @1610055793411
306,511111018988,Baking,BAKING,test brand @1610055793500,False,5ff78071be37ce6a424ca0ea,5ff78071be37ce6a424ca0e7,Cogs,TEST BRANDCODE @1610055793500
307,511111719007,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610055794196,False,5ff78072be37ce6a424ca0ec,5332fa12e4b03c9a25efd1e7,Cogs,TEST BRANDCODE @1610055794196
308,511111518990,Baking,BAKING,test brand @1610055793537,False,5ff78071be37ce6a424ca0eb,5ff78071be37ce6a424ca0e7,Cogs,TEST BRANDCODE @1610055793537
309,511111219019,Baking,BAKING,test brand @1610058181548,False,5ff789c5be37ce786ba0f6a3,5ff789c5be37ce786ba0f6a2,Cogs,TEST BRANDCODE @1610058181549
310,511111718918,Baking,BAKING,test brand @1610053719944,False,5ff77857be37ce58ce50083c,5ff77857be37ce58ce500839,Cogs,TEST BRANDCODE @1610053719944
311,511111918929,Baking,BAKING,test brand @1610053719998,False,5ff77858be37ce58ce50083d,5ff77857be37ce58ce500839,Cogs,TEST BRANDCODE @1610053719998
312,511111118954,Baking,BAKING,test brand @1610055792794,False,5ff78070be37ce6a424ca0e6,5ff78070be37ce6a424ca0e5,Cogs,NULL
313,511111218906,Baking,BAKING,test brand @1610053719869,False,5ff77857be37ce58ce50083b,5ff77857be37ce58ce500839,Cogs,TEST BRANDCODE @1610053719869
314,511111618942,Baking,BAKING,test brand @1610053721248,False,5ff77859be37ce58ce500840,5ff77859be37ce58ce50083f,Cogs,NULL
315,511111418931,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610053721033,False,5ff77859be37ce58ce50083e,5332fa12e4b03c9a25efd1e7,Cogs,TEST BRANDCODE @1610053721033
316,511111004639,Personal Care,PERSONAL_CARE,Depend,False,5bd200c690fa074576779a16,550b2565e4b001d5e9e4146f,Cogs,DEPEND
317,511111318521,Candy & Sweets,CANDY_AND_SWEETS,test brand @1608313322283,False,5fdce9eabe37ce5fa8ba59db,5332fa12e4b03c9a25efd1e7,Cogs,TEST BRANDCODE @1608313322283
318,511111118510,Baking,BAKING,test brand @1608313321374,False,5fdce9e9be37ce5fa8ba59da,5fdce9e9be37ce5fa8ba59d6,Cogs,TEST BRANDCODE @1608313321374
319,511111518488,Baking,BAKING,test brand @1608313321191,False,5fdce9e9be37ce5fa8ba59d7,5fdce9e9be37ce5fa8ba59d6,Cogs,TEST BRANDCODE @1608313321191
320,511111618508,Baking,BAKING,test brand @1608313321301,False,5fdce9e9be37ce5fa8ba59d9,5fdce9e9be37ce5fa8ba59d6,Cogs,TEST BRANDCODE @1608313321301
321,511111018490,Baking,BAKING,test brand @1608313321222,False,5fdce9e9be37ce5fa8ba59d8,5fdce9e9be37ce5fa8ba59d6,Cogs,TEST BRANDCODE @1608313321222
322,511111005933,Snacks,NULL,Nature Valley™,NULL,5daf35a8a60b87376833e35d,5332f5f3e4b03c9a25efd0ae,Cogs,NATURE VALLEY
323,511111215981,Baking,BAKING,test brand @1598633693767,NULL,5f4936ddbe37ce52f8314fdd,5f4936ddbe37ce52f8314fda,Cogs,TEST BRANDCODE @1598633693767
324,511111715993,Baking,BAKING,test brand @1598633693791,NULL,5f4936ddbe37ce52f8314fde,5f4936ddbe37ce52f8314fda,Cogs,TEST BRANDCODE @1598633693791
325,511111117407,Bread & Bakery,BREAD_AND_BAKERY,Anzio ,False,5fb6b82dbe37ce522e165cbc,5fb6b608be37ce522e165cb9,Cogs,ANZIO
326,511111705000,Magazines,NULL,Family Circle,NULL,5d641306a3a018514994f427,5d5d4fd16d5f3b23d1bc7905,Cogs,511111705000
327,511111002598,NULL,NULL,Diet Rite,NULL,55b630f5e4b0d8e685c14222,55b62995e4b0d8e685c14213,Cogs,NULL
328,511111806172,Dairy,NULL,Hershey's Whipped Topping,NULL,5db780a6a60b87376833e369,559c2234e4b06aca36af13c6,Cogs,HERSHEY'S WHIPPED TOPPING
329,511111515968,Baking,BAKING,test brand @1598633693720,NULL,5f4936ddbe37ce52f8314fdb,5f4936ddbe37ce52f8314fda,Cogs,TEST BRANDCODE @1598633693720
330,511111804048,NULL,NULL,Eggo,NULL,5332f5f2e4b03c9a25efd0a9,5332f5f2e4b03c9a25efd0aa,Cpgs,NULL
331,511111617341,Baking,BAKING,test brand @1605535020671,False,5fb2852cbe37ce522e165cb2,5fb2852cbe37ce522e165cae,Cogs,TEST BRANDCODE @1605535020671
332,511111200802,Dairy,NULL,IMPERIAL,NULL,592486bee410d61fcea3d12e,53e10d6368abd3c7065097cc,Cogs,IMPERIAL
333,511111502425,NULL,NULL,Modelo Especial,NULL,57c082a6e4b0718ff5fcb03b,5332f7a7e4b03c9a25efd134,Cpgs,NULL
334,511111305637,Health & Wellness,NULL,ALEVE® PM NIGHT TIME,NULL,5da606ae1dda2c3e1416ae86,53e10d6368abd3c7065097cc,Cogs,ALEVE PM NIGHT TIME
335,511111117124,Baking,BAKING,test brand @1603925787294,NULL,5f99f71bbe37ce13da9eade7,5f99f71bbe37ce13da9eade6,Cogs,TEST BRANDCODE @1603925787294
336,511111904229,Personal Care,NULL,ApotheCARE Essentials,False,5a8c5e74e4b07f0a2dac8947,5332f5f6e4b03c9a25efd0b4,Cogs,APOTHECARE ESSENTIALS
337,511111902256,Beer Wine Spirits,NULL,Henry's Hard Soda,False,57e5817ae4b0ac389136a30c,5332f709e4b03c9a25efd0f1,Cpgs,HENRY WEINHARD'S
338,511111204367,Canned Goods & Soups,NULL,Campbell's Chunky,False,5ab15392e4b0915382df761d,5a734034e4b0d58f376be874,Cogs,CAMPBELLS CHUNKY 
339,511111914051,Health & Wellness,NULL,ONE A DAY® WOMENS,NULL,5e5ff265ee7f2d0b35b2a18f,53e10d6368abd3c7065097cc,Cogs,ONE A DAY® WOMENS
340,511111415060,Baking,BAKING,test brand @1595340085980,NULL,5f16f536be37ce2b30061e25,5f16f535be37ce2b30061e24,Cogs,TEST BRANDCODE @1595340085980
341,511111502869,NULL,NULL,Town House,NULL,5332fb83e4b03c9a25efd24a,5332f5f2e4b03c9a25efd0aa,Cpgs,NULL
