,bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,uuid,created_date,scanned_date,finish_date,modify_date,pointsawarded_date,purchased_date,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,needsFetchReviewReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned_y,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId
149,NULL,NULL,NULL,NULL,SUBMITTED,NULL,5ff7264e8f142f11dd189504,5ff726860a720f05230005ec,2021-01-07 15:19:34.000000000,2021-01-07 15:19:34.000000000,NULL,2021-01-07 15:19:34.000000000,NULL,NULL,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,NULL,5,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,800,NULL,NULL,NULL,NULL,NULL,NULL
150,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,1.0,FINISHED,3.25,5ff8da4e04929111f6e91462,5ff8da4e0a720f05c5000012,2021-01-08 22:18:54.000000000,2021-01-08 22:18:54.000000000,2021-01-08 22:18:55.000000000,2021-01-08 22:19:00.000000000,2021-01-08 22:18:55.000000000,2021-01-07 22:18:54.000000000,044000000745,-Cheddar,1.00,1.00,NULL,1030,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,NULL,NULL,NULL,KRAFT EASY CHEESE,SARGENTO RICOTTA CHEESE,1.00,NULL,044000000745,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
151,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500.0,4.0,FINISHED,23.00,5ff873ddb3348b11c9337733,5ff873de0a720f0523000648,2021-01-08 15:01:50.000000000,2021-01-08 15:01:50.000000000,2021-01-08 15:01:50.000000000,2021-01-08 15:01:55.000000000,2021-01-08 15:01:50.000000000,2021-01-08 00:00:00.000000000,NULL,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,28.57,NULL,0,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.57,"flipbelt level terrain waist pouch, neon yellow, large/32-35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.57,NULL
152,25.0,COMPLETE_NONPARTNER_RECEIPT,25.0,1.0,FINISHED,10.00,5ff873d1b3348b11c9337716,5ff8740c0a720f0523000659,2021-01-08 15:02:36.000000000,2021-01-08 15:02:36.000000000,2021-01-08 15:02:37.000000000,2021-01-08 15:02:37.000000000,2021-01-08 15:02:37.000000000,2021-01-01 00:00:00.000000000,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",150.0,1.0,FLAGGED,1.00,5ff8da28b3348b11c9337ac6,5ff8da4c0a720f05c5000011,2021-01-08 22:18:52.000000000,2021-01-08 22:18:52.000000000,NULL,2021-01-08 22:18:52.000000000,2021-01-08 22:18:52.000000000,2021-01-07 22:18:52.000000000,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,NULL,2,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,11.00,5ff8da28b3348b11c9337ac6,5ff8da860a720f05c5000022,2021-01-08 22:19:50.000000000,2021-01-08 22:19:50.000000000,2021-01-08 22:19:51.000000000,2021-01-08 22:19:56.000000000,2021-01-08 22:19:50.000000000,2021-01-07 22:19:50.000000000,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,NULL,3,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,4.0,FINISHED,27.00,5ff8da7c04929111f6e914de,5ff8da7c0a7214adca000020,2021-01-08 22:19:40.000000000,2021-01-08 22:19:40.000000000,2021-01-08 22:19:40.000000000,2021-01-08 22:19:45.000000000,2021-01-08 22:19:40.000000000,2021-01-08 00:00:00.000000000,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,NULL,4,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
156,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",810.0,5.0,FLAGGED,13.00,5ff8da65b3348b11c9337b29,5ff8da650a7214adca00001e,2021-01-08 22:19:17.000000000,2021-01-08 22:19:17.000000000,NULL,2021-01-08 22:19:19.000000000,2021-01-08 22:19:19.000000000,2021-01-07 22:19:17.000000000,021000057832,NULL,1,1,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ANNIE'S HOMEGROWN MICROWAVABLE MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
157,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,1.00,5ff8da28b3348b11c9337ac6,5ff8da540a7214adca000017,2021-01-08 22:19:00.000000000,2021-01-08 22:19:00.000000000,2021-01-08 22:19:05.000000000,2021-01-08 22:19:05.000000000,2021-01-08 22:19:00.000000000,2021-01-07 22:19:00.000000000,021000002917,NULL,10,10,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
158,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",9200.0,10.0,FLAGGED,290.00,5ff873d1b3348b11c9337716,5ff873f10a720f052300064f,2021-01-08 15:02:09.000000000,2021-01-08 15:02:09.000000000,NULL,2021-01-08 15:02:10.000000000,NULL,2021-02-08 15:02:10.000000000,044700019917,OSCAR MAYER Lower Sodium Bacon 16 oz. Pack,10,10,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,OSCAR MAYER BACON,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.0,800,NULL,NULL,NULL,NULL,NULL,NULL
159,25.0,COMPLETE_NONPARTNER_RECEIPT,25.0,1.0,FINISHED,10.00,5ff873d1b3348b11c9337716,5ff874170a7214ada100065f,2021-01-08 15:02:47.000000000,2021-01-08 15:02:47.000000000,2021-01-08 15:02:47.000000000,2021-01-08 15:02:47.000000000,2021-01-08 15:02:47.000000000,2021-01-01 00:00:00.000000000,043000035818,"TASSIMO French Vanilla T-Discs, 80ct",0.99,0.99,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,GEVALIA KAFFE TASSIMO COFFEE DISCS,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.0,800,NULL,NULL,NULL,NULL,NULL,NULL
160,5.0,All-receipts receipt bonus,1005.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,5ff8da680a720f05c5000019,2021-01-08 22:19:20.000000000,2021-01-08 22:19:20.000000000,2021-01-08 22:19:21.000000000,2021-01-08 22:19:21.000000000,2021-01-08 22:19:21.000000000,2021-01-07 22:19:20.000000000,070085046583,NULL,9.99,9.99,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,5332f5f3e4b03c9a25efd0ae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
161,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,28.00,5ff873ddb3348b11c9337733,5ff873e30a720f052300064c,2021-01-08 15:01:55.000000000,2021-01-08 15:01:55.000000000,2021-01-08 15:01:56.000000000,2021-01-08 15:02:00.000000000,2021-01-08 15:01:56.000000000,2021-01-08 00:00:00.000000000,070085046583,NULL,9.99,9.99,NULL,2,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,5332f5f3e4b03c9a25efd0ae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
162,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1999.6,2.0,FINISHED,1.00,5ff8ce8504929111f6e913cb,5ff8cea10a7214adca00000b,2021-01-06 21:29:05.000000000,2021-01-06 21:29:05.000000000,2021-01-08 21:29:15.000000000,2021-01-08 21:29:15.000000000,2021-01-08 21:29:15.000000000,2021-01-05 21:29:05.000000000,070085046583,NULL,9.99,9.99,NULL,3,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,5332f5f3e4b03c9a25efd0ae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
163,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,1.00,5ff873d1b3348b11c9337716,5ff874050a7214ada100065d,2021-01-08 15:02:29.000000000,2021-01-08 15:02:29.000000000,2021-01-08 15:02:34.000000000,2021-01-08 15:02:34.000000000,2021-01-08 15:02:29.000000000,2021-01-07 15:02:29.000000000,070085046583,NULL,9.99,9.99,NULL,4,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,5332f5f3e4b03c9a25efd0ae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
164,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,1.0,FLAGGED,1.00,5ff8da62b3348b11c9337b21,5ff8da620a7214adca00001d,2021-01-08 22:19:14.000000000,2021-01-08 22:19:14.000000000,NULL,2021-01-08 22:19:15.000000000,2021-01-08 22:19:14.000000000,2021-01-07 22:19:14.000000000,070085046583,NULL,9.99,9.99,NULL,5,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,5332f5f3e4b03c9a25efd0ae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
165,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,20.00,5ff8da7eb3348b11c9337b72,5ff8da820a720f05c5000020,2021-01-08 22:19:46.000000000,2021-01-08 22:19:46.000000000,2021-01-08 22:19:46.000000000,2021-01-08 22:19:51.000000000,2021-01-08 22:19:46.000000000,2021-01-08 00:00:00.000000000,044700073377,"OSCAR MAYER Jumbo Angus Beef Uncured Franks, 15.0 OZ",1,1,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.0,800,NULL,NULL,NULL,NULL,NULL,NULL
166,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,1.0,FINISHED,10.00,5ff8da28b3348b11c9337ac6,5ff8da390a7214adca000013,2021-01-08 22:18:33.000000000,2021-01-08 22:18:33.000000000,2021-01-08 22:18:34.000000000,2021-01-08 22:18:34.000000000,2021-01-08 22:18:34.000000000,2021-01-01 00:00:00.000000000,021000055920,NULL,1,1,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
167,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",300.0,2.0,FINISHED,24.00,5ff873ddb3348b11c9337733,5ff873df0a7214ada1000652,2021-01-08 15:01:51.000000000,2021-01-08 15:01:51.000000000,2021-01-08 15:01:51.000000000,2021-01-08 15:01:56.000000000,2021-01-08 15:01:51.000000000,2021-01-08 00:00:00.000000000,021000051885,NULL,0.99,0.99,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
168,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,4.0,FINISHED,26.00,5ff8da7eb3348b11c9337b72,5ff8da7f0a7214adca000022,2021-01-08 22:19:43.000000000,2021-01-08 22:19:43.000000000,2021-01-08 22:19:43.000000000,2021-01-08 22:19:48.000000000,2021-01-08 22:19:43.000000000,2021-01-08 00:00:00.000000000,071040063102,NULL,9.99,9.99,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
169,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500.0,5.0,FINISHED,20.00,5ff8da7eb3348b11c9337b72,5ff8da7f0a720f05c500001d,2021-01-08 22:19:43.000000000,2021-01-08 22:19:43.000000000,2021-01-08 22:19:43.000000000,2021-01-08 22:19:48.000000000,2021-01-08 22:19:43.000000000,2021-01-08 00:00:00.000000000,NULL,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,28.57,NULL,0,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.57,"flipbelt level terrain waist pouch, neon yellow, large/32-35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.57,NULL
170,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",300.0,2.0,FINISHED,28.00,5ff8da7eb3348b11c9337b72,5ff8da800a720f05c500001e,2021-01-08 22:19:43.000000000,2021-01-08 22:19:43.000000000,2021-01-08 22:19:44.000000000,2021-01-08 22:19:49.000000000,2021-01-08 22:19:44.000000000,2021-01-08 00:00:00.000000000,4011,ITEM NOT FOUND,25.00,25.00,False,1,True,4.0,4011,True,25.00,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600.0,1.0,FINISHED,10.00,5ff8c4e8b3348b11c9337a11,5ff8c4fb0a7214adca000006,2021-01-08 20:47:55.000000000,2021-01-08 20:47:55.000000000,2021-01-08 20:47:56.000000000,2021-01-08 20:47:56.000000000,2021-01-08 20:47:56.000000000,2021-01-01 00:00:00.000000000,4011,ITEM NOT FOUND,27.00,27.00,False,1,True,5.0,4011,True,27.00,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",189.2,6.0,FINISHED,14.00,5fa5b0b720dc5111dd86dcc1,5fa5b0ca0a720f05ef0000bf,2020-11-05 20:23:38.000000000,2020-11-05 20:23:38.000000000,2021-01-08 21:44:00.000000000,2021-01-08 21:44:00.000000000,2021-01-08 21:44:00.000000000,2020-11-04 20:23:38.000000000,NULL,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",22.97,22.97,NULL,0,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.97,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.97,NULL
173,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,1.0,FINISHED,1.00,5ff873d1b3348b11c9337716,5ff873f90a720f0523000651,2021-01-08 15:02:17.000000000,2021-01-08 15:02:17.000000000,2021-01-08 15:02:17.000000000,2021-01-08 15:02:17.000000000,2021-01-08 15:02:17.000000000,2021-01-07 15:02:17.000000000,NULL,thindust summer face mask - sun protection neck gaiter for outdooractivities,11.99,11.99,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.99,thindust summer face mask - sun protection neck gaiter for outdooractivities,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.99,NULL
174,NULL,NULL,0.0,2.0,FINISHED,6.18,5ff8c88604929111f6e913b7,5ff8c8880a7214adca000008,2021-01-08 21:03:04.000000000,2021-01-08 21:03:04.000000000,2021-01-08 21:03:05.000000000,2021-01-08 21:03:05.000000000,NULL,2021-01-08 00:00:00.000000000,022174070214,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,1,1,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,NULL,NULL,NULL,0.0,REJECTED,0.00,5ff8da28b3348b11c9337ac6,5ff8da570a720f05c5000015,2021-01-08 22:19:03.000000000,2021-01-08 22:19:03.000000000,NULL,2021-01-08 22:19:04.000000000,NULL,NULL,079400066619,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,1,1,False,1,True,1.0,079400066619,NULL,NULL,NULL,NULL,NULL,5332f5f6e4b03c9a25efd0b4,SUAVE HAIR CARE,5332f5f6e4b03c9a25efd0b4,NULL,080878042197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.0,800,True,NULL,NULL,NULL,NULL,NULL
176,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,8.0,FINISHED,23.00,5ff873d304929111f6e91096,5ff873d40a720f0523000644,2021-01-08 15:01:40.000000000,2021-01-08 15:01:40.000000000,2021-01-08 15:01:44.000000000,2021-01-08 15:01:48.000000000,2021-01-08 15:01:44.000000000,2021-01-08 00:00:00.000000000,4011,ITEM NOT FOUND,29.00,29.00,False,1,True,2.0,4011,True,29.00,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600.0,1.0,FINISHED,10.00,5ff8c330b3348b11c9337a04,5ff8c3a20a7214adca000005,2021-01-08 20:42:10.000000000,2021-01-08 20:42:10.000000000,2021-01-08 20:43:03.000000000,2021-01-08 20:43:03.000000000,2021-01-08 20:43:03.000000000,2021-01-01 00:00:00.000000000,043000012871,Crystal Light On-the-Go Raspberry Green Tea Drink Mix 10 ct Box,1,1,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,CRYSTAL LIGHT ON THE GO POWDERED DRINK MIX,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.0,800,NULL,NULL,NULL,NULL,NULL,NULL
178,5.0,All-receipts receipt bonus,1005.0,2.0,FINISHED,1.00,5ff8da28b3348b11c9337ac6,5ff8da550a720f05c5000014,2021-01-08 22:19:01.000000000,2021-01-08 22:19:01.000000000,2021-01-08 22:19:06.000000000,2021-01-08 22:19:06.000000000,2021-01-08 22:19:01.000000000,2021-01-07 22:19:01.000000000,043000077467,O THAT'S GOOD Baked Potato Soup 16 OZ,10,10,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,O THAT'S GOOD - SOUPS,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.0,800,NULL,NULL,NULL,NULL,NULL,NULL
179,NULL,NULL,NULL,0.0,FLAGGED,0.00,5ff8da7db3348b11c9337b6a,5ff8da7d0a720f05c500001c,2021-01-08 22:19:41.000000000,2021-01-08 22:19:41.000000000,NULL,2021-01-08 22:19:41.000000000,NULL,NULL,4011,ITEM NOT FOUND,21.00,21.00,False,1,True,2.0,4011,True,21.00,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,3.09,5ffc98b604929111f6e923f5,5ffc98b70a720f05c500003d,2021-01-11 08:28:07.000000000,2021-01-11 08:28:07.000000000,2021-01-11 13:28:10.000000000,2021-01-11 13:28:10.000000000,2021-01-11 13:28:10.000000000,2021-01-10 14:00:00.000000000,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,NULL,1,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,800,NULL,NULL,NULL,NULL,NULL,NULL
181,NULL,NULL,100.0,1.0,FINISHED,10.00,5ffcb47d04929111f6e9256c,5ffcb4d40a7214ad4e000017,2021-01-11 20:28:04.000000000,2021-01-11 20:28:04.000000000,2021-01-11 20:28:05.000000000,2021-01-11 20:28:05.000000000,2021-01-11 20:28:05.000000000,2021-01-04 00:00:00.000000000,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,NULL,2,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,800,NULL,NULL,NULL,NULL,NULL,NULL
182,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",150.0,1.0,FINISHED,20.00,5ffc8ff9b3348b11c9338896,5ffc8ffc0a720f05c5000036,2021-01-11 17:50:52.000000000,2021-01-11 17:50:52.000000000,2021-01-11 17:50:52.000000000,2021-01-11 17:50:57.000000000,2021-01-11 17:50:52.000000000,2021-01-11 00:00:00.000000000,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,NULL,3,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,800,NULL,NULL,NULL,NULL,NULL,NULL
183,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,1.0,FLAGGED,1.00,5ffc9d8cb3348b11c9338927,5ffc9d8c0a7214adca000049,2021-01-11 18:48:44.000000000,2021-01-11 18:48:44.000000000,NULL,2021-01-11 18:48:45.000000000,2021-01-11 18:48:45.000000000,2021-01-10 18:48:44.000000000,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,NULL,4,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,800,NULL,NULL,NULL,NULL,NULL,NULL
184,5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,21.00,5ffc9da0b3348b11c9338951,5ffc9da40a7214adca000050,2021-01-11 18:49:08.000000000,2021-01-11 18:49:08.000000000,2021-01-11 18:49:08.000000000,2021-01-11 18:49:13.000000000,2021-01-11 18:49:08.000000000,2021-01-11 00:00:00.000000000,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,NULL,5,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,800,NULL,NULL,NULL,NULL,NULL,NULL
